"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","happy","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","gndr","prob","stratum","psu"
"ESS11e04_1",11,"4.1","12.01.2026",64954,"EE",1.001965,1.1409448,0.088319026,0.100767136,7,1,3,6,66,8,5,3,2,0.0028839672,303,6565
"ESS11e04_1",11,"4.1","12.01.2026",65052,"EE",0.99937445,0.7727033,0.088319026,0.068244405,10,2,66,2,66,3,7,7,2,0.0028914432,297,6319
"ESS11e04_1",11,"4.1","12.01.2026",65075,"EE",0.99941176,0.9380612,0.088319026,0.08284865,8,2,66,2,66,0,7,7,2,0.0028913352,296,7201
"ESS11e04_1",11,"4.1","12.01.2026",65076,"EE",1.0021192,0.78930867,0.088319026,0.06971097,4,1,3,6,66,8,5,2,2,0.0028835237,299,6718
"ESS11e04_1",11,"4.1","12.01.2026",65117,"EE",0.99941176,0.9380612,0.088319026,0.08284865,8,2,66,2,66,4,7,7,2,0.0028913352,296,7046
"ESS11e04_1",11,"4.1","12.01.2026",65153,"EE",0.99994785,0.87543166,0.088319026,0.07731727,7,2,66,2,66,0,7,7,1,0.0028897852,295,6423
"ESS11e04_1",11,"4.1","12.01.2026",65232,"EE",0.99994785,1.7085338,0.088319026,0.15089604,6,2,66,2,66,3,7,7,1,0.0028897852,295,6072
"ESS11e04_1",11,"4.1","12.01.2026",65257,"EE",0.99937445,0.90298223,0.088319026,0.07975051,7,2,66,2,66,10,7,7,2,0.0028914432,297,6036
"ESS11e04_1",11,"4.1","12.01.2026",65267,"EE",0.99941176,0.77273214,0.088319026,0.06824695,9,2,66,2,66,0,5,7,2,0.0028913352,296,7114
"ESS11e04_1",11,"4.1","12.01.2026",65275,"EE",0.99937445,0.7727033,0.088319026,0.068244405,6,2,66,2,66,9,6,1,2,0.0028914432,297,6408
"ESS11e04_1",11,"4.1","12.01.2026",65279,"EE",0.99941176,2.1255894,0.088319026,0.18772998,7,2,66,2,66,1,7,7,2,0.0028913352,296,7050
"ESS11e04_1",11,"4.1","12.01.2026",65284,"EE",1.0002308,0.84592545,0.088319026,0.074711315,7,2,66,2,66,2,6,7,1,0.0028889677,304,7063
"ESS11e04_1",11,"4.1","12.01.2026",65288,"EE",0.99937445,0.90298223,0.088319026,0.07975051,8,2,66,2,66,1,6,7,2,0.0028914432,297,6477
"ESS11e04_1",11,"4.1","12.01.2026",65292,"EE",0.99937445,1.137995,0.088319026,0.10050661,7,1,3,6,66,4,7,7,2,0.0028914432,297,6339
"ESS11e04_1",11,"4.1","12.01.2026",65294,"EE",0.99994785,0.87543166,0.088319026,0.07731727,6,1,3,6,66,8,6,6,1,0.0028897852,295,6191
"ESS11e04_1",11,"4.1","12.01.2026",65351,"EE",0.99937445,0.90298223,0.088319026,0.07975051,8,1,2,6,66,2,5,7,2,0.0028914432,297,6502
"ESS11e04_1",11,"4.1","12.01.2026",65366,"EE",0.99937445,0.77630144,0.088319026,0.06856219,9,1,4,6,66,10,6,6,2,0.0028914432,297,6268
"ESS11e04_1",11,"4.1","12.01.2026",65376,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,2,66,0,7,7,2,0.0028914432,297,6169
"ESS11e04_1",11,"4.1","12.01.2026",65443,"EE",0.99937445,0.7727033,0.088319026,0.068244405,6,2,66,2,66,1,7,7,2,0.0028914432,297,6027
"ESS11e04_1",11,"4.1","12.01.2026",65445,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,2,66,2,6,6,2,0.0028914432,297,6435
"ESS11e04_1",11,"4.1","12.01.2026",65472,"EE",0.99941176,0.903016,0.088319026,0.07975349,8,1,2,6,66,7,3,2,2,0.0028913352,296,7007
"ESS11e04_1",11,"4.1","12.01.2026",65484,"EE",1.0016884,0.77979434,0.088319026,0.06887068,7,2,66,2,66,9,6,2,1,0.002884764,298,6820
"ESS11e04_1",11,"4.1","12.01.2026",65485,"EE",0.99941176,0.7763304,0.088319026,0.06856474,10,2,66,2,66,3,7,7,2,0.0028913352,296,6988
"ESS11e04_1",11,"4.1","12.01.2026",65504,"EE",0.99994785,0.87543166,0.088319026,0.07731727,8,2,66,2,66,3,6,7,1,0.0028897852,295,6166
"ESS11e04_1",11,"4.1","12.01.2026",65515,"EE",0.99994785,0.87543166,0.088319026,0.07731727,8,2,66,2,66,5,7,7,1,0.0028897852,295,6135
"ESS11e04_1",11,"4.1","12.01.2026",65518,"EE",0.99937445,2.12551,0.088319026,0.18772297,10,2,66,2,66,3,7,7,2,0.0028914432,297,6398
"ESS11e04_1",11,"4.1","12.01.2026",65538,"EE",1.0021192,0.90546227,0.088319026,0.07996955,5,2,66,2,66,5,7,6,2,0.0028835237,299,6717
"ESS11e04_1",11,"4.1","12.01.2026",65549,"EE",1.0020317,1.2994777,0.088319026,0.1147686,7,2,66,2,66,2,6,7,1,0.0028837756,300,6625
"ESS11e04_1",11,"4.1","12.01.2026",65555,"EE",0.99994785,0.7784394,0.088319026,0.06875101,8,2,66,2,66,0,7,7,1,0.0028897852,295,6111
"ESS11e04_1",11,"4.1","12.01.2026",65606,"EE",1.0002308,1.7176815,0.088319026,0.15170395,5,2,66,2,66,0,6,7,1,0.0028889677,304,6696
"ESS11e04_1",11,"4.1","12.01.2026",65618,"EE",1.0002308,1.0841343,0.088319026,0.09574969,9,2,66,2,66,3,6,7,1,0.0028889677,304,7139
"ESS11e04_1",11,"4.1","12.01.2026",65644,"EE",1.001965,0.90532297,0.088319026,0.07995724,7,1,1,6,66,4,5,6,2,0.0028839672,303,6570
"ESS11e04_1",11,"4.1","12.01.2026",65651,"EE",0.99941176,0.9380612,0.088319026,0.08284865,8,2,66,2,66,5,7,1,2,0.0028913352,296,7173
"ESS11e04_1",11,"4.1","12.01.2026",65655,"EE",1.0016884,1.7115077,0.088319026,0.15115869,7,2,66,2,66,1,7,2,1,0.002884764,298,6799
"ESS11e04_1",11,"4.1","12.01.2026",65662,"EE",1.0016884,1.4725114,0.088319026,0.13005078,6,2,66,2,66,2,7,7,1,0.002884764,298,6932
"ESS11e04_1",11,"4.1","12.01.2026",65666,"EE",1.0002308,1.0841343,0.088319026,0.09574969,9,2,66,2,66,0,5,7,1,0.0028889677,304,7142
"ESS11e04_1",11,"4.1","12.01.2026",65675,"EE",1.0020317,0.7800616,0.088319026,0.06889428,9,2,66,2,66,5,6,6,1,0.0028837756,300,6768
"ESS11e04_1",11,"4.1","12.01.2026",65705,"EE",0.99994785,1.1608573,0.088319026,0.102525786,8,2,66,2,66,0,7,7,1,0.0028897852,295,6026
"ESS11e04_1",11,"4.1","12.01.2026",65706,"EE",0.99994785,0.87543166,0.088319026,0.07731727,5,2,66,2,66,0,6,7,1,0.0028897852,295,6262
"ESS11e04_1",11,"4.1","12.01.2026",65708,"EE",0.99994785,1.1608573,0.088319026,0.102525786,2,2,66,2,66,0,6,7,1,0.0028897852,295,6117
"ESS11e04_1",11,"4.1","12.01.2026",65739,"EE",1.0021192,1.1411204,0.088319026,0.10078265,7,2,66,2,66,2,7,7,2,0.0028835237,299,6786
"ESS11e04_1",11,"4.1","12.01.2026",65740,"EE",1.0016884,0.84715813,0.088319026,0.07482018,10,1,3,6,66,7,7,3,1,0.002884764,298,6800
"ESS11e04_1",11,"4.1","12.01.2026",65743,"EE",0.99994785,0.7784394,0.088319026,0.06875101,8,1,8,6,66,7,7,2,1,0.0028897852,295,6460
"ESS11e04_1",11,"4.1","12.01.2026",65801,"EE",0.99937445,1.2035822,0.088319026,0.10629921,9,2,66,2,66,6,2,7,2,0.0028914432,297,6212
"ESS11e04_1",11,"4.1","12.01.2026",65826,"EE",1.0002308,0.8756794,0.088319026,0.07733915,7,2,66,2,66,5,5,6,1,0.0028889677,304,7127
"ESS11e04_1",11,"4.1","12.01.2026",65852,"EE",1.0016884,1.2990324,0.088319026,0.11472928,8,2,66,2,66,5,5,6,1,0.002884764,298,6783
"ESS11e04_1",11,"4.1","12.01.2026",65897,"EE",1.0002308,1.0841343,0.088319026,0.09574969,3,2,66,2,66,1,7,7,1,0.0028889677,304,7015
"ESS11e04_1",11,"4.1","12.01.2026",65966,"EE",0.99941176,0.77273214,0.088319026,0.06824695,6,2,66,2,66,0,7,7,2,0.0028913352,296,7093
"ESS11e04_1",11,"4.1","12.01.2026",66001,"EE",0.99994785,1.0838277,0.088319026,0.09572261,8,2,66,2,66,1,6,7,1,0.0028897852,295,6388
"ESS11e04_1",11,"4.1","12.01.2026",66026,"EE",1.0002308,0.77865964,0.088319026,0.06877046,7,2,66,2,66,1,7,5,1,0.0028889677,304,6958
"ESS11e04_1",11,"4.1","12.01.2026",66040,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,1,3,6,66,4,5,6,2,0.0028914432,297,6345
"ESS11e04_1",11,"4.1","12.01.2026",66060,"EE",0.99994785,1.4699528,0.088319026,0.1298248,8,2,66,2,66,5,7,6,1,0.0028897852,295,6154
"ESS11e04_1",11,"4.1","12.01.2026",66128,"EE",0.99994785,1.0838277,0.088319026,0.09572261,6,1,2,6,66,5,5,6,1,0.0028897852,295,6438
"ESS11e04_1",11,"4.1","12.01.2026",66187,"EE",0.99937445,0.77630144,0.088319026,0.06856219,10,2,66,2,66,2,7,7,2,0.0028914432,297,6270
"ESS11e04_1",11,"4.1","12.01.2026",66211,"EE",0.99937445,0.90298223,0.088319026,0.07975051,7,2,66,2,66,5,6,6,2,0.0028914432,297,6184
"ESS11e04_1",11,"4.1","12.01.2026",66244,"EE",0.99937445,0.93802613,0.088319026,0.082845554,8,2,66,1,2,6,7,6,2,0.0028914432,297,6486
"ESS11e04_1",11,"4.1","12.01.2026",66246,"EE",0.9981492,0.9368761,0.088319026,0.08274399,8,1,2,6,66,3,4,1,2,0.0028949925,301,6643
"ESS11e04_1",11,"4.1","12.01.2026",66318,"EE",0.99937445,0.93802613,0.088319026,0.082845554,8,1,2,6,66,4,5,4,2,0.0028914432,297,6202
"ESS11e04_1",11,"4.1","12.01.2026",66343,"EE",1.0021192,0.7748255,0.088319026,0.06843183,8,2,66,2,66,8,4,1,2,0.0028835237,299,6838
"ESS11e04_1",11,"4.1","12.01.2026",66391,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,2,66,3,7,7,2,0.0028914432,297,6090
"ESS11e04_1",11,"4.1","12.01.2026",66424,"EE",0.99994785,0.84568614,0.088319026,0.07469018,9,2,66,2,66,3,5,7,1,0.0028897852,295,6012
"ESS11e04_1",11,"4.1","12.01.2026",66454,"EE",0.99941176,0.7763304,0.088319026,0.06856474,9,2,66,2,66,6,5,6,2,0.0028913352,296,7121
"ESS11e04_1",11,"4.1","12.01.2026",66475,"EE",0.99994785,0.84568614,0.088319026,0.07469018,5,8,66,2,66,4,5,7,1,0.0028897852,295,6476
"ESS11e04_1",11,"4.1","12.01.2026",66547,"EE",0.99941176,1.3703771,0.088319026,0.12103037,8,2,66,2,66,0,7,7,2,0.0028913352,296,7045
"ESS11e04_1",11,"4.1","12.01.2026",66571,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,1,3,8,6,7,2,0.0028914432,297,6113
"ESS11e04_1",11,"4.1","12.01.2026",66620,"EE",0.99941176,2.1255894,0.088319026,0.18772998,3,2,66,2,66,1,6,7,2,0.0028913352,296,6684
"ESS11e04_1",11,"4.1","12.01.2026",66650,"EE",0.9981492,0.7753497,0.088319026,0.06847813,8,2,66,1,8,3,6,6,2,0.0028949925,301,6908
"ESS11e04_1",11,"4.1","12.01.2026",66720,"EE",0.99941176,1.1380374,0.088319026,0.10051036,10,2,66,2,66,1,7,7,2,0.0028913352,296,7128
"ESS11e04_1",11,"4.1","12.01.2026",66739,"EE",0.99941176,0.77273214,0.088319026,0.06824695,9,2,66,2,66,0,5,7,2,0.0028913352,296,7039
"ESS11e04_1",11,"4.1","12.01.2026",66742,"EE",0.99994785,1.4699528,0.088319026,0.1298248,2,2,66,2,66,0,7,7,1,0.0028897852,295,6087
"ESS11e04_1",11,"4.1","12.01.2026",66763,"EE",0.99994785,1.1608573,0.088319026,0.102525786,5,2,66,1,3,2,7,7,1,0.0028897852,295,5957
"ESS11e04_1",11,"4.1","12.01.2026",66820,"EE",0.9968099,1.1572144,0.088319026,0.10220405,10,1,3,6,66,6,5,6,1,0.0028988824,302,6571
"ESS11e04_1",11,"4.1","12.01.2026",66866,"EE",0.9968099,1.2927059,0.088319026,0.11417053,5,2,66,2,66,5,6,7,1,0.0028988824,302,6558
"ESS11e04_1",11,"4.1","12.01.2026",66904,"EE",1.0021192,0.7748255,0.088319026,0.06843183,7,2,66,2,66,3,7,7,2,0.0028835237,299,6813
"ESS11e04_1",11,"4.1","12.01.2026",66911,"EE",0.99994785,1.7085338,0.088319026,0.15089604,8,2,66,2,66,0,7,7,1,0.0028897852,295,5966
"ESS11e04_1",11,"4.1","12.01.2026",66971,"EE",1.0002308,0.77865964,0.088319026,0.06877046,8,2,66,2,66,6,5,7,1,0.0028889677,304,7116
"ESS11e04_1",11,"4.1","12.01.2026",66972,"EE",0.9968099,1.1572144,0.088319026,0.10220405,5,2,66,2,66,1,7,7,1,0.0028988824,302,6567
"ESS11e04_1",11,"4.1","12.01.2026",66996,"EE",0.99937445,1.137995,0.088319026,0.10050661,9,2,66,1,2,7,5,4,2,0.0028914432,297,6401
"ESS11e04_1",11,"4.1","12.01.2026",67026,"EE",0.99941176,0.9380612,0.088319026,0.08284865,8,2,66,2,66,7,5,4,2,0.0028913352,296,7073
"ESS11e04_1",11,"4.1","12.01.2026",67046,"EE",0.99941176,0.9380612,0.088319026,0.08284865,8,2,66,2,66,0,7,7,2,0.0028913352,296,7168
"ESS11e04_1",11,"4.1","12.01.2026",67095,"EE",0.99941176,0.9380612,0.088319026,0.08284865,6,2,66,1,4,9,7,5,2,0.0028913352,296,6671
"ESS11e04_1",11,"4.1","12.01.2026",67189,"EE",1.0021192,0.7784335,0.088319026,0.068750486,8,2,66,2,66,4,5,7,2,0.0028835237,299,6514
"ESS11e04_1",11,"4.1","12.01.2026",67349,"EE",1.0002308,0.84592545,0.088319026,0.074711315,8,1,2,6,66,8,4,2,1,0.0028889677,304,7079
"ESS11e04_1",11,"4.1","12.01.2026",67373,"EE",0.99937445,1.137995,0.088319026,0.10050661,8,2,66,2,66,3,7,7,2,0.0028914432,297,6299
"ESS11e04_1",11,"4.1","12.01.2026",67384,"EE",0.9981492,0.7753497,0.088319026,0.06847813,10,2,66,2,66,0,7,7,2,0.0028949925,301,6890
"ESS11e04_1",11,"4.1","12.01.2026",67388,"EE",0.99937445,0.7727033,0.088319026,0.068244405,9,2,66,2,66,5,6,6,2,0.0028914432,297,6470
"ESS11e04_1",11,"4.1","12.01.2026",67406,"EE",0.99937445,0.93802613,0.088319026,0.082845554,5,1,3,6,66,8,5,1,2,0.0028914432,297,5942
"ESS11e04_1",11,"4.1","12.01.2026",67472,"EE",0.99994785,1.0838277,0.088319026,0.09572261,5,2,66,2,66,0,7,7,1,0.0028897852,295,6448
"ESS11e04_1",11,"4.1","12.01.2026",67543,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,1,2,5,5,6,2,0.0028914432,297,6042
"ESS11e04_1",11,"4.1","12.01.2026",67568,"EE",0.99994785,0.84568614,0.088319026,0.07469018,6,2,66,2,66,4,6,7,1,0.0028897852,295,6248
"ESS11e04_1",11,"4.1","12.01.2026",67569,"EE",1.0016884,0.84715813,0.088319026,0.07482018,9,2,66,2,66,5,7,6,1,0.002884764,298,6918
"ESS11e04_1",11,"4.1","12.01.2026",67576,"EE",1.001965,0.9404577,0.088319026,0.08306031,8,1,3,6,66,6,6,2,2,0.0028839672,303,6568
"ESS11e04_1",11,"4.1","12.01.2026",67596,"EE",1.0002308,0.77865964,0.088319026,0.06877046,7,2,66,2,66,0,7,7,1,0.0028889677,304,7157
"ESS11e04_1",11,"4.1","12.01.2026",67684,"EE",0.99994785,0.7784394,0.088319026,0.06875101,7,2,66,2,66,0,5,7,1,0.0028897852,295,5941
"ESS11e04_1",11,"4.1","12.01.2026",67770,"EE",0.99937445,0.77630144,0.088319026,0.06856219,8,2,66,2,66,3,7,7,2,0.0028914432,297,6428
"ESS11e04_1",11,"4.1","12.01.2026",67817,"EE",1.0002308,0.8756794,0.088319026,0.07733915,0,2,66,2,66,0,6,7,1,0.0028889677,304,7138
"ESS11e04_1",11,"4.1","12.01.2026",67864,"EE",0.99937445,1.2035822,0.088319026,0.10629921,10,8,66,8,66,8,6,88,2,0.0028914432,297,6032
"ESS11e04_1",11,"4.1","12.01.2026",67866,"EE",0.99941176,0.9380612,0.088319026,0.08284865,7,2,66,2,66,2,7,6,2,0.0028913352,296,7209
"ESS11e04_1",11,"4.1","12.01.2026",67891,"EE",0.99937445,0.77630144,0.088319026,0.06856219,8,2,66,2,66,0,7,6,2,0.0028914432,297,6068
"ESS11e04_1",11,"4.1","12.01.2026",67927,"EE",1.0020317,0.8474485,0.088319026,0.07484583,6,2,66,2,66,0,5,7,1,0.0028837756,300,6758
"ESS11e04_1",11,"4.1","12.01.2026",67933,"EE",1.001965,0.77831376,0.088319026,0.06873991,8,1,3,6,66,4,5,7,2,0.0028839672,303,6602
"ESS11e04_1",11,"4.1","12.01.2026",68015,"EE",0.9981492,0.7753497,0.088319026,0.06847813,9,1,2,6,66,7,5,1,2,0.0028949925,301,6641
"ESS11e04_1",11,"4.1","12.01.2026",68019,"EE",0.99994785,0.87543166,0.088319026,0.07731727,10,2,66,2,66,0,7,7,1,0.0028897852,295,6051
"ESS11e04_1",11,"4.1","12.01.2026",68032,"EE",0.99941176,0.77273214,0.088319026,0.06824695,9,1,2,6,66,1,6,4,2,0.0028913352,296,6963
"ESS11e04_1",11,"4.1","12.01.2026",68104,"EE",1.0016884,0.87695545,0.088319026,0.07745185,9,2,66,2,66,1,6,7,1,0.002884764,298,6856
"ESS11e04_1",11,"4.1","12.01.2026",68145,"EE",0.9981492,0.771756,0.088319026,0.068160735,9,2,66,2,66,3,5,6,2,0.0028949925,301,6881
"ESS11e04_1",11,"4.1","12.01.2026",68152,"EE",0.99937445,0.7727033,0.088319026,0.068244405,7,1,3,6,66,7,5,4,2,0.0028914432,297,6030
"ESS11e04_1",11,"4.1","12.01.2026",68156,"EE",0.99937445,0.77630144,0.088319026,0.06856219,3,2,66,2,66,0,7,7,2,0.0028914432,297,6048
"ESS11e04_1",11,"4.1","12.01.2026",68165,"EE",1.0021192,0.7784335,0.088319026,0.068750486,7,2,66,2,66,1,7,7,2,0.0028835237,299,6789
"ESS11e04_1",11,"4.1","12.01.2026",68172,"EE",0.9981492,1.1365998,0.088319026,0.100383386,6,2,66,2,66,8,6,1,2,0.0028949925,301,6905
"ESS11e04_1",11,"4.1","12.01.2026",68176,"EE",0.99941176,2.1255894,0.088319026,0.18772998,9,2,66,2,66,0,7,3,2,0.0028913352,296,7176
"ESS11e04_1",11,"4.1","12.01.2026",68310,"EE",0.99937445,0.7727033,0.088319026,0.068244405,4,2,66,2,66,0,7,7,2,0.0028914432,297,6061
"ESS11e04_1",11,"4.1","12.01.2026",68317,"EE",0.9981492,1.3686459,0.088319026,0.120877475,6,2,66,2,66,2,5,7,2,0.0028949925,301,6876
"ESS11e04_1",11,"4.1","12.01.2026",68342,"EE",0.99941176,0.7763304,0.088319026,0.06856474,7,2,66,2,66,88,5,7,2,0.0028913352,296,7088
"ESS11e04_1",11,"4.1","12.01.2026",68372,"EE",1.001965,0.9404577,0.088319026,0.08306031,10,1,3,6,66,7,5,1,2,0.0028839672,303,6553
"ESS11e04_1",11,"4.1","12.01.2026",68384,"EE",1.0016884,0.84715813,0.088319026,0.07482018,6,2,66,2,66,1,7,7,1,0.002884764,298,6791
"ESS11e04_1",11,"4.1","12.01.2026",68409,"EE",0.99994785,0.7784394,0.088319026,0.06875101,7,2,66,2,66,4,6,7,1,0.0028897852,295,6226
"ESS11e04_1",11,"4.1","12.01.2026",68487,"EE",1.001965,0.7747063,0.088319026,0.068421304,3,7,66,7,66,6,7,6,2,0.0028839672,303,6575
"ESS11e04_1",11,"4.1","12.01.2026",68524,"EE",1.0020317,1.0860864,0.088319026,0.09592209,7,2,66,2,66,0,7,7,1,0.0028837756,300,6755
"ESS11e04_1",11,"4.1","12.01.2026",68602,"EE",0.99994785,0.84568614,0.088319026,0.07469018,8,1,3,6,66,7,4,2,1,0.0028897852,295,6451
"ESS11e04_1",11,"4.1","12.01.2026",68607,"EE",0.99994785,0.84568614,0.088319026,0.07469018,7,2,66,2,66,0,6,7,1,0.0028897852,295,6492
"ESS11e04_1",11,"4.1","12.01.2026",68615,"EE",0.99994785,1.0838277,0.088319026,0.09572261,8,1,2,6,66,6,4,7,1,0.0028897852,295,6330
"ESS11e04_1",11,"4.1","12.01.2026",68628,"EE",0.99941176,0.7763304,0.088319026,0.06856474,7,2,66,2,66,0,6,7,2,0.0028913352,296,7180
"ESS11e04_1",11,"4.1","12.01.2026",68636,"EE",0.99994785,0.84568614,0.088319026,0.07469018,9,1,3,6,66,8,5,1,1,0.0028897852,295,6125
"ESS11e04_1",11,"4.1","12.01.2026",68640,"EE",0.99937445,0.7727033,0.088319026,0.068244405,9,2,66,2,66,1,5,7,2,0.0028914432,297,6200
"ESS11e04_1",11,"4.1","12.01.2026",68644,"EE",0.9968099,1.0804266,0.088319026,0.09542222,4,2,66,2,66,77,7,7,1,0.0028988824,302,6597
"ESS11e04_1",11,"4.1","12.01.2026",68700,"EE",0.99937445,0.77630144,0.088319026,0.06856219,7,1,3,6,66,5,6,1,2,0.0028914432,297,6062
"ESS11e04_1",11,"4.1","12.01.2026",68701,"EE",0.99937445,0.77630144,0.088319026,0.06856219,5,2,66,2,66,0,6,7,2,0.0028914432,297,6497
"ESS11e04_1",11,"4.1","12.01.2026",68708,"EE",1.001965,0.90532297,0.088319026,0.07995724,8,1,3,6,66,4,6,6,2,0.0028839672,303,6566
"ESS11e04_1",11,"4.1","12.01.2026",68712,"EE",0.99937445,0.7727033,0.088319026,0.068244405,9,2,66,2,66,2,5,6,2,0.0028914432,297,5989
"ESS11e04_1",11,"4.1","12.01.2026",68721,"EE",0.99941176,0.77273214,0.088319026,0.06824695,8,1,2,6,66,6,5,6,2,0.0028913352,296,7170
"ESS11e04_1",11,"4.1","12.01.2026",68748,"EE",0.99941176,2.1255894,0.088319026,0.18772998,8,2,66,2,66,2,6,7,2,0.0028913352,296,6867
"ESS11e04_1",11,"4.1","12.01.2026",68770,"EE",0.99941176,0.903016,0.088319026,0.07975349,7,2,66,2,66,3,7,7,2,0.0028913352,296,6686
"ESS11e04_1",11,"4.1","12.01.2026",68791,"EE",0.99937445,0.77630144,0.088319026,0.06856219,8,2,66,2,66,5,5,4,2,0.0028914432,297,6285
"ESS11e04_1",11,"4.1","12.01.2026",68805,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,2,66,1,7,7,2,0.0028914432,297,6482
"ESS11e04_1",11,"4.1","12.01.2026",68816,"EE",0.9968099,0.8726845,0.088319026,0.07707464,5,1,3,6,66,3,6,7,1,0.0028988824,302,6544
"ESS11e04_1",11,"4.1","12.01.2026",68849,"EE",1.0020317,1.4730161,0.088319026,0.13009535,9,2,66,2,66,1,7,7,1,0.0028837756,300,6632
"ESS11e04_1",11,"4.1","12.01.2026",68891,"EE",1.0002308,0.8756794,0.088319026,0.07733915,3,2,66,2,66,2,6,6,1,0.0028889677,304,6664
"ESS11e04_1",11,"4.1","12.01.2026",68940,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,2,66,2,66,3,6,7,2,0.0028914432,297,6164
"ESS11e04_1",11,"4.1","12.01.2026",68948,"EE",0.99994785,0.7784394,0.088319026,0.06875101,8,2,66,2,66,0,7,7,1,0.0028897852,295,6150
"ESS11e04_1",11,"4.1","12.01.2026",69015,"EE",1.0021192,0.7748255,0.088319026,0.06843183,10,2,66,2,66,0,6,7,2,0.0028835237,299,6513
"ESS11e04_1",11,"4.1","12.01.2026",69034,"EE",0.99994785,0.7784394,0.088319026,0.06875101,7,2,66,2,66,0,7,7,1,0.0028897852,295,6466
"ESS11e04_1",11,"4.1","12.01.2026",69068,"EE",0.99994785,0.84568614,0.088319026,0.07469018,7,1,2,6,66,7,5,4,1,0.0028897852,295,6195
"ESS11e04_1",11,"4.1","12.01.2026",69120,"EE",0.99937445,0.7727033,0.088319026,0.068244405,7,1,3,6,66,6,5,6,2,0.0028914432,297,6131
"ESS11e04_1",11,"4.1","12.01.2026",69137,"EE",0.99937445,0.7727033,0.088319026,0.068244405,8,1,3,6,66,6,7,1,2,0.0028914432,297,5946
"ESS11e04_1",11,"4.1","12.01.2026",69162,"EE",1.0002308,1.0841343,0.088319026,0.09574969,7,2,66,2,66,0,6,7,1,0.0028889677,304,7191
"ESS11e04_1",11,"4.1","12.01.2026",69164,"EE",0.99994785,0.7784394,0.088319026,0.06875101,8,2,66,2,66,0,6,7,1,0.0028897852,295,6391
"ESS11e04_1",11,"4.1","12.01.2026",69192,"EE",0.99994785,1.0838277,0.088319026,0.09572261,7,2,66,2,66,0,5,7,1,0.0028897852,295,6405
"ESS11e04_1",11,"4.1","12.01.2026",69232,"EE",0.99941176,0.7763304,0.088319026,0.06856474,8,2,66,2,66,5,5,6,2,0.0028913352,296,7143
"ESS11e04_1",11,"4.1","12.01.2026",69238,"EE",0.9981492,0.9368761,0.088319026,0.08274399,9,1,2,6,66,3,5,6,2,0.0028949925,301,6879
"ESS11e04_1",11,"4.1","12.01.2026",69268,"EE",1.0020317,1.2994777,0.088319026,0.1147686,5,2,66,2,66,2,7,7,1,0.0028837756,300,6891
"ESS11e04_1",11,"4.1","12.01.2026",69297,"EE",0.99994785,0.84568614,0.088319026,0.07469018,10,1,1,6,66,10,2,1,1,0.0028897852,295,6220
"ESS11e04_1",11,"4.1","12.01.2026",69301,"EE",0.99941176,0.7763304,0.088319026,0.06856474,7,2,66,2,66,4,6,6,2,0.0028913352,296,7169
"ESS11e04_1",11,"4.1","12.01.2026",69315,"EE",1.0002308,0.8756794,0.088319026,0.07733915,8,1,2,6,66,7,5,1,1,0.0028889677,304,7070
"ESS11e04_1",11,"4.1","12.01.2026",69329,"EE",0.9981492,0.771756,0.088319026,0.068160735,5,2,66,2,66,0,7,7,2,0.0028949925,301,6620
"ESS11e04_1",11,"4.1","12.01.2026",69361,"EE",1.0002308,0.8756794,0.088319026,0.07733915,7,2,66,2,66,2,7,7,1,0.0028889677,304,6695
"ESS11e04_1",11,"4.1","12.01.2026",69398,"EE",1.0002308,0.77865964,0.088319026,0.06877046,9,2,66,2,66,1,7,7,1,0.0028889677,304,6989
"ESS11e04_1",11,"4.1","12.01.2026",69421,"EE",0.99941176,0.77273214,0.088319026,0.06824695,8,2,66,1,2,7,6,4,2,0.0028913352,296,7049
"ESS11e04_1",11,"4.1","12.01.2026",69424,"EE",1.0002308,1.7090173,0.088319026,0.15093873,8,2,66,2,66,0,5,7,1,0.0028889677,304,7199
"ESS11e04_1",11,"4.1","12.01.2026",69465,"EE",0.99941176,1.3703771,0.088319026,0.12103037,9,2,66,2,66,0,7,7,2,0.0028913352,296,6663
"ESS11e04_1",11,"4.1","12.01.2026",69556,"EE",0.99994785,0.84568614,0.088319026,0.07469018,7,1,3,6,66,0,7,7,1,0.0028897852,295,6045
"ESS11e04_1",11,"4.1","12.01.2026",69572,"EE",0.99994785,0.84568614,0.088319026,0.07469018,8,2,66,2,66,6,5,4,1,0.0028897852,295,6360
"ESS11e04_1",11,"4.1","12.01.2026",69734,"EE",0.99941176,0.9380612,0.088319026,0.08284865,7,2,66,2,66,0,7,7,2,0.0028913352,296,7198
